X,Y,Z,dx,dy,dz,Au_gpt,Cu_pct,density,LITO
620195,7780015,422.5,10,10,5,0.118,0.029,2.546,WASTE
620005,7780025,422.5,10,10,5,0.074,0.047,2.572,WASTE
620015,7780025,422.5,10,10,5,0.156,0.024,2.593,SHALE
620025,7780025,422.5,10,10,5,0.332,0.012,2.625,WASTE
620035,7780025,422.5,10,10,5,0.168,0.028,2.517,WASTE
620045,7780025,422.5,10,10,5,0.226,0.020,2.604,WASTE
620055,7780025,422.5,10,10,5,0.213,0.042,2.534,WASTE
620065,7780025,422.5,10,10,5,0.209,0.028,2.513,WASTE
620075,7780025,422.5,10,10,5,0.799,0.049,2.610,WASTE
620085,7780025,422.5,10,10,5,1.234,0.084,2.610,BIF
620095,7780025,422.5,10,10,5,0.771,0.127,2.509,SHALE
620105,7780025,422.5,10,10,5,0.623,0.050,2.627,SHALE
620115,7780025,422.5,10,10,5,0.332,0.053,2.653,WASTE
620125,7780025,422.5,10,10,5,0.355,0.054,2.591,SHALE
620135,7780025,422.5,10,10,5,0.177,0.074,2.581,SHALE
620145,7780025,422.5,10,10,5,0.327,0.035,2.546,WASTE
620155,7780025,422.5,10,10,5,0.200,0.032,2.495,SHALE
620165,7780025,422.5,10,10,5,0.424,0.012,2.664,SHALE
620175,7780025,422.5,10,10,5,0.102,0.025,2.549,SHALE
620185,7780025,422.5,10,10,5,0.122,0.040,2.573,WASTE
620195,7780025,422.5,10,10,5,0.043,0.030,2.524,SHALE
620005,7780035,422.5,10,10,5,0.327,0.012,2.606,WASTE
620015,7780035,422.5,10,10,5,0.254,0.017,2.590,WASTE
620025,7780035,422.5,10,10,5,0.273,0.032,2.497,SHALE
620035,7780035,422.5,10,10,5,0.368,0.023,2.536,SHALE
620045,7780035,422.5,10,10,5,0.474,0.049,2.611,SHALE
620055,7780035,422.5,10,10,5,0.472,0.087,2.569,WASTE
620065,7780035,422.5,10,10,5,0.520,0.059,2.574,SHALE
620075,7780035,422.5,10,10,5,1.048,0.070,2.536,BIF
620085,7780035,422.5,10,10,5,0.469,0.133,2.528,SHALE
620095,7780035,422.5,10,10,5,1.894,0.234,2.610,BIF
620105,7780035,422.5,10,10,5,0.493,0.295,2.592,WASTE
620115,7780035,422.5,10,10,5,1.051,0.060,2.624,BIF
620125,7780035,422.5,10,10,5,0.742,0.081,2.615,SHALE
620135,7780035,422.5,10,10,5,0.420,0.056,2.637,WASTE
620145,7780035,422.5,10,10,5,0.607,0.044,2.537,SHALE
620155,7780035,422.5,10,10,5,0.455,0.091,2.532,WASTE
620165,7780035,422.5,10,10,5,0.269,0.025,2.575,WASTE
620175,7780035,422.5,10,10,5,0.169,0.014,2.543,WASTE
620185,7780035,422.5,10,10,5,0.123,0.005,2.526,WASTE
620195,7780035,422.5,10,10,5,0.061,0.019,2.576,SHALE
620005,7780045,422.5,10,10,5,0.288,0.025,2.552,SHALE
620015,7780045,422.5,10,10,5,0.403,0.032,2.535,WASTE
620025,7780045,422.5,10,10,5,0.545,0.032,2.637,WASTE
620035,7780045,422.5,10,10,5,0.599,0.042,2.608,SHALE
620045,7780045,422.5,10,10,5,0.754,0.037,2.663,WASTE
620055,7780045,422.5,10,10,5,0.715,0.073,2.654,WASTE
620065,7780045,422.5,10,10,5,1.036,0.225,2.606,BIF
620075,7780045,422.5,10,10,5,0.738,0.036,2.695,SHALE
620085,7780045,422.5,10,10,5,1.889,0.169,2.693,BIF
620095,7780045,422.5,10,10,5,1.359,0.311,2.726,BIF
620105,7780045,422.5,10,10,5,1.521,0.142,2.642,BIF
620115,7780045,422.5,10,10,5,1.171,0.210,2.650,BIF
620125,7780045,422.5,10,10,5,0.505,0.092,2.593,WASTE
620135,7780045,422.5,10,10,5,0.674,0.055,2.553,WASTE
620145,7780045,422.5,10,10,5,0.561,0.081,2.685,WASTE
620155,7780045,422.5,10,10,5,0.915,0.025,2.579,SHALE
620165,7780045,422.5,10,10,5,0.441,0.052,2.548,WASTE
620175,7780045,422.5,10,10,5,0.276,0.043,2.556,SHALE
620185,7780045,422.5,10,10,5,0.182,0.023,2.524,SHALE
620195,7780045,422.5,10,10,5,0.155,0.019,2.589,WASTE
620005,7780055,422.5,10,10,5,0.200,0.017,2.636,SHALE
620015,7780055,422.5,10,10,5,0.390,0.024,2.562,WASTE
620025,7780055,422.5,10,10,5,0.597,0.018,2.571,SHALE
620035,7780055,422.5,10,10,5,0.613,0.139,2.638,SHALE
620045,7780055,422.5,10,10,5,0.595,0.119,2.620,WASTE
620055,7780055,422.5,10,10,5,4.630,0.257,2.597,BIF
620065,7780055,422.5,10,10,5,1.661,0.140,2.641,BIF
620075,7780055,422.5,10,10,5,1.293,0.263,2.652,BIF
620085,7780055,422.5,10,10,5,1.355,0.329,2.668,BIF
620095,7780055,422.5,10,10,5,2.051,0.162,2.704,BIF
620105,7780055,422.5,10,10,5,1.140,0.263,2.674,BIF
620115,7780055,422.5,10,10,5,1.009,0.357,2.657,BIF
620125,7780055,422.5,10,10,5,2.682,0.202,2.662,BIF
620135,7780055,422.5,10,10,5,1.731,0.153,2.583,BIF
620145,7780055,422.5,10,10,5,1.657,0.084,2.652,BIF
620155,7780055,422.5,10,10,5,0.504,0.062,2.583,WASTE
620165,7780055,422.5,10,10,5,0.283,0.078,2.631,SHALE
620175,7780055,422.5,10,10,5,0.441,0.020,2.611,SHALE
620185,7780055,422.5,10,10,5,0.319,0.018,2.610,SHALE
620195,7780055,422.5,10,10,5,0.152,0.013,2.554,SHALE
620005,7780065,422.5,10,10,5,0.141,0.026,2.622,WASTE
620015,7780065,422.5,10,10,5,0.235,0.087,2.570,WASTE
620025,7780065,422.5,10,10,5,1.087,0.080,2.679,BIF
620035,7780065,422.5,10,10,5,0.546,0.119,2.701,WASTE
620045,7780065,422.5,10,10,5,2.263,0.204,2.670,BIF
620055,7780065,422.5,10,10,5,0.981,0.191,2.668,WASTE
620065,7780065,422.5,10,10,5,1.951,0.571,2.839,BIF
620075,7780065,422.5,10,10,5,1.502,0.205,2.790,BIF
620085,7780065,422.5,10,10,5,4.005,0.318,2.771,BIF
620095,7780065,422.5,10,10,5,6.241,0.093,2.743,BIF
620105,7780065,422.5,10,10,5,3.669,0.219,2.753,BIF
620115,7780065,422.5,10,10,5,3.440,0.251,2.680,BIF
620125,7780065,422.5,10,10,5,-9999,0.254,2.687,BIF
620135,7780065,422.5,10,10,5,1.587,0.266,2.686,BIF
620145,7780065,422.5,10,10,5,0.859,0.079,2.649,WASTE
620155,7780065,422.5,10,10,5,1.221,0.151,2.602,BIF
620165,7780065,422.5,10,10,5,0.398,0.031,2.669,WASTE
620175,7780065,422.5,10,10,5,0.257,0.028,2.631,SHALE
620185,7780065,422.5,10,10,5,0.276,0.029,2.622,WASTE
620195,7780065,422.5,10,10,5,0.336,0.056,2.587,SHALE
620005,7780075,422.5,10,10,5,0.561,0.021,2.566,SHALE
620015,7780075,422.5,10,10,5,0.944,0.043,2.595,WASTE
620025,7780075,422.5,10,10,5,0.718,0.071,2.601,WASTE
620035,7780075,422.5,10,10,5,-9999,0.077,2.674,BIF
620045,7780075,422.5,10,10,5,2.370,0.129,2.650,BIF
620055,7780075,422.5,10,10,5,2.579,0.157,2.696,BIF
620065,7780075,422.5,10,10,5,2.016,0.611,2.742,BIF
620075,7780075,422.5,10,10,5,8.544,0.426,2.745,BIF
620085,7780075,422.5,10,10,5,1.609,0.436,2.880,BIF
620095,7780075,422.5,10,10,5,4.026,0.253,2.734,BIF
620105,7780075,422.5,10,10,5,7.318,0.857,2.768,BIF
620115,7780075,422.5,10,10,5,3.808,0.365,2.799,BIF
620125,7780075,422.5,10,10,5,2.316,0.346,2.803,BIF
620135,7780075,422.5,10,10,5,2.565,0.175,2.720,BIF
620145,7780075,422.5,10,10,5,1.053,0.327,2.555,BIF
620155,7780075,422.5,10,10,5,0.998,0.183,2.641,SHALE
620165,7780075,422.5,10,10,5,0.720,0.073,2.545,SHALE
620175,7780075,422.5,10,10,5,1.121,0.033,2.545,BIF
620185,7780075,422.5,10,10,5,0.415,0.039,2.554,WASTE
620195,7780075,422.5,10,10,5,0.200,0.016,2.666,WASTE
620005,7780085,422.5,10,10,5,0.496,0.035,2.631,SHALE
620015,7780085,422.5,10,10,5,0.546,0.059,2.521,WASTE
620025,7780085,422.5,10,10,5,0.614,0.050,2.657,SHALE
620035,7780085,422.5,10,10,5,1.244,0.380,2.771,BIF
620045,7780085,422.5,10,10,5,2.101,0.210,2.762,BIF
620055,7780085,422.5,10,10,5,1.748,0.333,2.727,BIF
620065,7780085,422.5,10,10,5,3.020,0.358,2.697,BIF
620075,7780085,422.5,10,10,5,1.536,0.413,2.790,BIF
620085,7780085,422.5,10,10,5,3.318,0.351,2.853,BIF
620095,7780085,422.5,10,10,5,2.751,1.941,2.841,BIF
620105,7780085,422.5,10,10,5,2.734,0.787,2.921,BIF
620115,7780085,422.5,10,10,5,11.459,0.741,2.748,BIF
620125,7780085,422.5,10,10,5,1.969,1.173,2.780,BIF
620135,7780085,422.5,10,10,5,1.543,0.383,2.806,BIF
620145,7780085,422.5,10,10,5,3.459,0.484,2.625,BIF
620155,7780085,422.5,10,10,5,1.505,0.148,2.670,BIF
620165,7780085,422.5,10,10,5,0.524,0.067,2.666,WASTE
620175,7780085,422.5,10,10,5,0.371,0.037,2.536,SHALE
620185,7780085,422.5,10,10,5,0.241,0.062,2.626,SHALE
620195,7780085,422.5,10,10,5,0.159,0.055,2.603,SHALE
620005,7780095,422.5,10,10,5,-9999,0.070,2.682,SHALE
620015,7780095,422.5,10,10,5,0.665,0.278,2.632,WASTE
620025,7780095,422.5,10,10,5,1.404,0.101,2.728,BIF
620035,7780095,422.5,10,10,5,2.810,0.105,2.783,BIF
620045,7780095,422.5,10,10,5,3.117,0.411,2.631,BIF
620055,7780095,422.5,10,10,5,5.549,0.299,2.879,BIF
620065,7780095,422.5,10,10,5,4.702,0.848,2.837,BIF
620075,7780095,422.5,10,10,5,2.892,0.538,2.900,BIF
620085,7780095,422.5,10,10,5,4.112,0.605,2.873,BIF
620095,7780095,422.5,10,10,5,11.157,1.620,2.941,BIF
620105,7780095,422.5,10,10,5,3.474,1.256,2.951,BIF
620115,7780095,422.5,10,10,5,3.433,0.863,2.874,BIF
620125,7780095,422.5,10,10,5,8.814,0.331,2.834,BIF
620135,7780095,422.5,10,10,5,3.445,0.172,2.782,BIF
620145,7780095,422.5,10,10,5,4.117,0.535,2.739,BIF
620155,7780095,422.5,10,10,5,2.215,0.396,2.721,BIF
620165,7780095,422.5,10,10,5,1.229,0.081,2.651,BIF
620175,7780095,422.5,10,10,5,0.843,0.045,2.559,SHALE
620185,7780095,422.5,10,10,5,0.806,0.049,2.571,SHALE
620195,7780095,422.5,10,10,5,0.358,0.026,2.556,SHALE
620005,7780105,422.5,10,10,5,0.322,0.025,2.667,SHALE
620015,7780105,422.5,10,10,5,2.541,0.096,2.654,BIF
620025,7780105,422.5,10,10,5,0.489,0.103,2.539,SHALE
620035,7780105,422.5,10,10,5,2.586,0.189,2.669,BIF
620045,7780105,422.5,10,10,5,3.606,0.995,2.783,BIF
620055,7780105,422.5,10,10,5,6.089,0.954,2.836,BIF
620065,7780105,422.5,10,10,5,2.758,1.024,2.976,BIF
620075,7780105,422.5,10,10,5,-9999,1.201,2.959,BIF
620085,7780105,422.5,10,10,5,2.634,0.631,2.895,BIF
620095,7780105,422.5,10,10,5,3.510,1.258,2.988,BIF
620105,7780105,422.5,10,10,5,5.177,0.929,2.968,BIF
620115,7780105,422.5,10,10,5,6.094,1.008,2.971,BIF
620125,7780105,422.5,10,10,5,-9999,0.300,2.850,BIF
620135,7780105,422.5,10,10,5,4.127,0.295,2.779,BIF
620145,7780105,422.5,10,10,5,1.455,0.581,2.706,BIF
620155,7780105,422.5,10,10,5,1.573,0.341,2.640,BIF
620165,7780105,422.5,10,10,5,1.553,0.162,2.665,BIF
620175,7780105,422.5,10,10,5,0.574,0.099,2.625,SHALE
620185,7780105,422.5,10,10,5,-9999,0.040,2.635,SHALE
620195,7780105,422.5,10,10,5,0.283,0.058,2.578,WASTE
620005,7780115,422.5,10,10,5,0.439,0.029,2.462,SHALE
620015,7780115,422.5,10,10,5,0.730,0.050,2.706,WASTE
620025,7780115,422.5,10,10,5,1.713,0.205,2.679,BIF
620035,7780115,422.5,10,10,5,2.837,0.488,2.702,BIF
620045,7780115,422.5,10,10,5,1.528,0.389,2.803,BIF
620055,7780115,422.5,10,10,5,4.574,0.838,2.904,BIF
620065,7780115,422.5,10,10,5,4.122,0.209,2.871,BIF
620075,7780115,422.5,10,10,5,4.610,0.751,3.014,BIF
620085,7780115,422.5,10,10,5,-9999,0.236,2.887,BIF
620095,7780115,422.5,10,10,5,3.609,1.043,2.958,BIF
620105,7780115,422.5,10,10,5,4.123,1.638,2.979,BIF
620115,7780115,422.5,10,10,5,3.322,1.685,2.941,BIF
620125,7780115,422.5,10,10,5,8.396,0.651,2.892,BIF
620135,7780115,422.5,10,10,5,3.425,0.172,2.863,BIF
620145,7780115,422.5,10,10,5,1.581,0.139,2.725,BIF
620155,7780115,422.5,10,10,5,2.584,0.190,2.707,BIF
620165,7780115,422.5,10,10,5,1.759,0.204,2.607,BIF
620175,7780115,422.5,10,10,5,3.354,0.077,2.663,BIF
620185,7780115,422.5,10,10,5,0.816,0.056,2.669,WASTE
620195,7780115,422.5,10,10,5,0.504,0.047,2.645,WASTE
620005,7780125,422.5,10,10,5,1.122,0.060,2.644,BIF
620015,7780125,422.5,10,10,5,0.977,0.140,2.600,WASTE
620025,7780125,422.5,10,10,5,1.156,0.200,2.630,BIF
620035,7780125,422.5,10,10,5,2.157,0.101,2.568,BIF
620045,7780125,422.5,10,10,5,3.751,0.650,2.838,BIF
620055,7780125,422.5,10,10,5,3.259,1.735,2.763,BIF
620065,7780125,422.5,10,10,5,2.253,1.110,2.913,BIF
620075,7780125,422.5,10,10,5,4.018,0.516,2.968,BIF
620085,7780125,422.5,10,10,5,5.614,1.636,2.956,BIF
620095,7780125,422.5,10,10,5,4.744,0.933,2.925,BIF
620105,7780125,422.5,10,10,5,7.203,1.588,2.983,BIF
620115,7780125,422.5,10,10,5,5.000,0.355,2.944,BIF
620125,7780125,422.5,10,10,5,2.013,0.699,2.859,BIF
620135,7780125,422.5,10,10,5,1.641,0.497,2.807,BIF
620145,7780125,422.5,10,10,5,2.842,0.268,2.735,BIF
620155,7780125,422.5,10,10,5,4.173,0.309,2.710,BIF
620165,7780125,422.5,10,10,5,1.270,0.346,2.572,BIF
620175,7780125,422.5,10,10,5,1.011,0.131,2.587,BIF
620185,7780125,422.5,10,10,5,0.725,0.106,2.529,WASTE
620195,7780125,422.5,10,10,5,0.270,0.021,2.698,SHALE
620005,7780135,422.5,10,10,5,0.679,0.075,2.537,SHALE
620015,7780135,422.5,10,10,5,0.672,0.066,2.619,SHALE
620025,7780135,422.5,10,10,5,1.434,0.210,2.681,BIF
620035,7780135,422.5,10,10,5,1.184,0.152,2.645,BIF
620045,7780135,422.5,10,10,5,2.550,0.235,2.722,BIF
620055,7780135,422.5,10,10,5,2.650,0.147,2.823,BIF
620065,7780135,422.5,10,10,5,3.691,0.737,2.870,BIF
620075,7780135,422.5,10,10,5,1.178,0.250,2.897,BIF
620085,7780135,422.5,10,10,5,6.269,0.857,2.959,BIF
620095,7780135,422.5,10,10,5,8.832,0.993,2.864,BIF
620105,7780135,422.5,10,10,5,3.055,0.435,2.973,BIF
620115,7780135,422.5,10,10,5,3.835,2.298,2.868,BIF
620125,7780135,422.5,10,10,5,5.061,0.632,2.908,BIF
620135,7780135,422.5,10,10,5,2.346,0.401,2.767,BIF
620145,7780135,422.5,10,10,5,2.113,0.172,2.656,BIF
620155,7780135,422.5,10,10,5,1.597,0.316,2.713,BIF
620165,7780135,422.5,10,10,5,1.537,0.132,2.654,BIF
620175,7780135,422.5,10,10,5,0.709,0.133,2.659,SHALE
620185,7780135,422.5,10,10,5,0.854,0.051,2.616,SHALE
620195,7780135,422.5,10,10,5,0.322,0.047,2.639,WASTE
620005,7780145,422.5,10,10,5,0.308,0.031,2.605,SHALE
620015,7780145,422.5,10,10,5,1.085,0.040,2.637,BIF
620025,7780145,422.5,10,10,5,1.851,0.039,2.711,BIF
620035,7780145,422.5,10,10,5,1.346,0.087,2.731,BIF
620045,7780145,422.5,10,10,5,2.480,0.392,2.717,BIF
620055,7780145,422.5,10,10,5,1.062,0.577,2.741,BIF
620065,7780145,422.5,10,10,5,3.180,0.188,2.851,BIF
620075,7780145,422.5,10,10,5,2.830,1.126,2.832,BIF
620085,7780145,422.5,10,10,5,3.387,0.629,2.876,BIF
620095,7780145,422.5,10,10,5,7.327,0.828,2.842,BIF
620105,7780145,422.5,10,10,5,3.801,0.592,2.852,BIF
620115,7780145,422.5,10,10,5,2.218,0.802,2.849,BIF
620125,7780145,422.5,10,10,5,3.475,0.620,2.771,BIF
620135,7780145,422.5,10,10,5,1.548,0.294,2.713,BIF
620145,7780145,422.5,10,10,5,1.992,0.343,2.676,BIF
620155,7780145,422.5,10,10,5,0.757,0.212,2.559,SHALE
620165,7780145,422.5,10,10,5,0.512,0.148,2.541,WASTE
620175,7780145,422.5,10,10,5,0.734,0.037,2.705,WASTE
620185,7780145,422.5,10,10,5,0.658,0.043,2.620,SHALE
620195,7780145,422.5,10,10,5,0.540,0.038,2.583,SHALE
620005,7780155,422.5,10,10,5,0.401,0.053,2.555,WASTE
620015,7780155,422.5,10,10,5,0.433,0.060,2.595,SHALE
620025,7780155,422.5,10,10,5,0.666,0.118,2.729,WASTE
620035,7780155,422.5,10,10,5,2.255,0.125,2.720,BIF
620045,7780155,422.5,10,10,5,1.517,0.077,2.632,BIF
620055,7780155,422.5,10,10,5,2.330,0.139,2.758,BIF
620065,7780155,422.5,10,10,5,3.049,0.612,2.732,BIF
620075,7780155,422.5,10,10,5,2.367,0.852,2.799,BIF
620085,7780155,422.5,10,10,5,2.832,1.303,2.849,BIF
620095,7780155,422.5,10,10,5,4.951,0.505,2.774,BIF
620105,7780155,422.5,10,10,5,5.766,0.428,2.788,BIF
620115,7780155,422.5,10,10,5,0.964,0.197,2.944,WASTE
620125,7780155,422.5,10,10,5,5.556,0.330,2.760,BIF
620135,7780155,422.5,10,10,5,2.924,0.476,2.645,BIF
620145,7780155,422.5,10,10,5,1.909,0.313,2.660,BIF
620155,7780155,422.5,10,10,5,1.337,0.160,2.593,BIF
620165,7780155,422.5,10,10,5,-9999,0.051,2.583,BIF
620175,7780155,422.5,10,10,5,0.233,0.061,2.512,SHALE
620185,7780155,422.5,10,10,5,0.788,0.055,2.558,SHALE
620195,7780155,422.5,10,10,5,0.143,0.043,2.628,WASTE
620005,7780165,422.5,10,10,5,0.329,0.030,2.462,WASTE
620015,7780165,422.5,10,10,5,0.383,0.038,2.517,WASTE
620025,7780165,422.5,10,10,5,0.586,0.038,2.543,SHALE
620035,7780165,422.5,10,10,5,0.814,0.066,2.662,WASTE
620045,7780165,422.5,10,10,5,2.231,0.137,2.661,BIF
620055,7780165,422.5,10,10,5,0.805,0.230,2.712,WASTE
620065,7780165,422.5,10,10,5,0.940,0.283,2.600,WASTE
620075,7780165,422.5,10,10,5,3.692,0.344,2.685,BIF
620085,7780165,422.5,10,10,5,2.119,0.488,2.766,BIF
620095,7780165,422.5,10,10,5,1.745,0.198,2.673,BIF
620105,7780165,422.5,10,10,5,4.110,0.361,2.778,BIF
620115,7780165,422.5,10,10,5,1.630,0.244,2.675,BIF
620125,7780165,422.5,10,10,5,2.517,0.253,2.689,BIF
620135,7780165,422.5,10,10,5,3.610,0.183,2.721,BIF
620145,7780165,422.5,10,10,5,1.821,0.164,2.683,BIF
620155,7780165,422.5,10,10,5,1.605,0.050,2.676,BIF
620165,7780165,422.5,10,10,5,0.531,0.097,2.599,WASTE
620175,7780165,422.5,10,10,5,0.357,0.055,2.569,SHALE
620185,7780165,422.5,10,10,5,0.437,0.027,2.572,WASTE
620195,7780165,422.5,10,10,5,0.249,0.015,2.562,SHALE
620005,7780175,422.5,10,10,5,0.189,0.032,2.595,WASTE
620015,7780175,422.5,10,10,5,0.412,0.040,2.553,WASTE
620025,7780175,422.5,10,10,5,0.313,0.039,2.602,SHALE
620035,7780175,422.5,10,10,5,0.638,0.018,2.550,WASTE
620045,7780175,422.5,10,10,5,1.366,0.054,2.603,BIF
620055,7780175,422.5,10,10,5,1.750,0.081,2.688,BIF
620065,7780175,422.5,10,10,5,3.478,0.269,2.661,BIF
620075,7780175,422.5,10,10,5,1.165,0.084,2.727,BIF
620085,7780175,422.5,10,10,5,4.785,0.410,2.744,BIF
620095,7780175,422.5,10,10,5,1.506,0.108,2.608,BIF
620105,7780175,422.5,10,10,5,4.310,0.261,2.755,BIF
620115,7780175,422.5,10,10,5,2.275,0.249,2.761,BIF
620125,7780175,422.5,10,10,5,2.278,0.064,2.635,BIF
620135,7780175,422.5,10,10,5,1.256,0.075,2.611,BIF
620145,7780175,422.5,10,10,5,0.747,0.028,2.660,WASTE
620155,7780175,422.5,10,10,5,0.687,0.037,2.613,SHALE
620165,7780175,422.5,10,10,5,0.534,0.050,2.575,WASTE
620175,7780175,422.5,10,10,5,0.750,0.025,2.535,WASTE
620185,7780175,422.5,10,10,5,0.226,0.024,2.498,WASTE
620195,7780175,422.5,10,10,5,0.380,0.022,2.583,WASTE
620005,7780185,422.5,10,10,5,0.134,0.013,2.610,SHALE
620015,7780185,422.5,10,10,5,0.232,0.044,2.608,WASTE
620025,7780185,422.5,10,10,5,0.906,0.023,2.580,SHALE
620035,7780185,422.5,10,10,5,0.572,0.009,2.572,WASTE
620045,7780185,422.5,10,10,5,0.990,0.055,2.645,SHALE
620055,7780185,422.5,10,10,5,1.372,0.058,2.662,BIF
620065,7780185,422.5,10,10,5,1.378,0.119,2.725,BIF
620075,7780185,422.5,10,10,5,1.220,0.059,2.747,BIF
620085,7780185,422.5,10,10,5,1.256,0.100,2.729,BIF
620095,7780185,422.5,10,10,5,1.237,0.418,2.587,BIF
620105,7780185,422.5,10,10,5,1.142,0.132,2.709,BIF
620115,7780185,422.5,10,10,5,0.623,0.094,2.605,SHALE
620125,7780185,422.5,10,10,5,0.776,0.077,2.670,WASTE
620135,7780185,422.5,10,10,5,0.894,0.054,2.687,SHALE
620145,7780185,422.5,10,10,5,0.577,0.064,2.627,SHALE
620155,7780185,422.5,10,10,5,0.523,0.026,2.530,WASTE
620165,7780185,422.5,10,10,5,0.360,0.062,2.610,SHALE
620175,7780185,422.5,10,10,5,0.225,0.015,2.564,WASTE
620185,7780185,422.5,10,10,5,0.273,0.024,2.577,SHALE
620195,7780185,422.5,10,10,5,0.060,0.032,2.632,SHALE
620005,7780195,422.5,10,10,5,0.043,0.046,2.496,SHALE
620015,7780195,422.5,10,10,5,0.307,0.022,2.494,SHALE
620025,7780195,422.5,10,10,5,0.602,0.029,2.442,WASTE
620035,7780195,422.5,10,10,5,0.260,0.040,2.579,SHALE
620045,7780195,422.5,10,10,5,0.451,0.062,2.651,WASTE
620055,7780195,422.5,10,10,5,0.674,0.041,2.586,WASTE
620065,7780195,422.5,10,10,5,0.744,0.127,2.631,SHALE
620075,7780195,422.5,10,10,5,1.278,0.105,2.601,BIF
620085,7780195,422.5,10,10,5,0.730,0.063,2.615,SHALE
620095,7780195,422.5,10,10,5,0.942,0.053,2.560,WASTE
620105,7780195,422.5,10,10,5,1.216,0.073,2.683,BIF
620115,7780195,422.5,10,10,5,1.589,0.047,2.672,BIF
620125,7780195,422.5,10,10,5,0.941,0.047,2.554,WASTE
620135,7780195,422.5,10,10,5,0.542,0.030,2.568,SHALE
620145,7780195,422.5,10,10,5,0.352,0.015,2.579,WASTE
620155,7780195,422.5,10,10,5,0.144,0.033,2.652,WASTE
620165,7780195,422.5,10,10,5,0.464,0.032,2.527,WASTE
620175,7780195,422.5,10,10,5,0.244,0.029,2.616,WASTE
620185,7780195,422.5,10,10,5,0.196,0.037,2.542,WASTE
620195,7780195,422.5,10,10,5,0.116,0.014,2.528,WASTE
620005,7780005,427.5,10,10,5,0.033,0.018,2.530,WASTE
620015,7780005,427.5,10,10,5,0.112,0.019,2.508,SHALE
620025,7780005,427.5,10,10,5,0.224,0.011,2.500,WASTE
620035,7780005,427.5,10,10,5,0.140,0.035,2.487,SHALE
620045,7780005,427.5,10,10,5,0.103,0.022,2.472,WASTE
620055,7780005,427.5,10,10,5,0.185,0.022,2.608,WASTE
620065,7780005,427.5,10,10,5,-9999,0.020,2.557,WASTE
620075,7780005,427.5,10,10,5,0.241,0.029,2.612,WASTE
620085,7780005,427.5,10,10,5,0.189,0.011,2.542,SHALE
620095,7780005,427.5,10,10,5,0.199,0.018,2.615,WASTE
620105,7780005,427.5,10,10,5,0.273,0.051,2.588,WASTE
620115,7780005,427.5,10,10,5,0.155,0.018,2.548,SHALE
620125,7780005,427.5,10,10,5,0.081,0.021,2.516,WASTE
620135,7780005,427.5,10,10,5,0.082,0.034,2.569,SHALE
620145,7780005,427.5,10,10,5,0.095,0.024,2.528,WASTE
620155,7780005,427.5,10,10,5,0.086,0.033,2.493,SHALE
620165,7780005,427.5,10,10,5,0.097,0.020,2.596,SHALE
620175,7780005,427.5,10,10,5,0.046,0.023,2.601,SHALE
620185,7780005,427.5,10,10,5,0.027,0.019,2.611,SHALE
620195,7780005,427.5,10,10,5,0.065,0.010,2.563,WASTE
620005,7780015,427.5,10,10,5,0.038,0.018,2.574,WASTE
620015,7780015,427.5,10,10,5,0.078,0.022,2.555,WASTE
620025,7780015,427.5,10,10,5,0.099,0.014,2.559,SHALE
620035,7780015,427.5,10,10,5,0.103,0.022,2.595,SHALE
620045,7780015,427.5,10,10,5,0.093,0.028,2.530,SHALE
620055,7780015,427.5,10,10,5,0.610,0.023,2.503,SHALE
620065,7780015,427.5,10,10,5,0.183,0.036,2.663,WASTE
620075,7780015,427.5,10,10,5,0.273,0.036,2.642,WASTE
620085,7780015,427.5,10,10,5,0.550,0.026,2.598,WASTE
620095,7780015,427.5,10,10,5,0.205,0.027,2.623,WASTE
620105,7780015,427.5,10,10,5,0.268,0.017,2.661,WASTE
620115,7780015,427.5,10,10,5,0.180,0.017,2.494,WASTE
620125,7780015,427.5,10,10,5,0.515,0.058,2.513,SHALE
620135,7780015,427.5,10,10,5,0.188,0.018,2.555,SHALE
620145,7780015,427.5,10,10,5,0.120,0.014,2.438,SHALE
620155,7780015,427.5,10,10,5,0.245,0.031,2.658,SHALE
620165,7780015,427.5,10,10,5,0.086,0.021,2.685,WASTE
620175,7780015,427.5,10,10,5,0.069,0.033,2.572,WASTE
620185,7780015,427.5,10,10,5,0.052,0.020,2.542,SHALE
620195,7780015,427.5,10,10,5,0.066,0.023,2.675,SHALE
620005,7780025,427.5,10,10,5,0.137,0.018,2.580,SHALE
620015,7780025,427.5,10,10,5,0.181,0.009,2.552,SHALE
620025,7780025,427.5,10,10,5,0.117,0.015,2.586,SHALE
620035,7780025,427.5,10,10,5,0.278,0.027,2.618,SHALE
620045,7780025,427.5,10,10,5,0.171,0.012,2.512,WASTE
620055,7780025,427.5,10,10,5,0.344,0.012,2.551,SHALE
620065,7780025,427.5,10,10,5,0.270,0.028,2.582,WASTE
620075,7780025,427.5,10,10,5,0.214,0.035,2.614,WASTE
620085,7780025,427.5,10,10,5,1.097,0.021,2.590,BIF
620095,7780025,427.5,10,10,5,0.439,0.085,2.584,WASTE
620105,7780025,427.5,10,10,5,0.436,0.022,2.629,WASTE
620115,7780025,427.5,10,10,5,0.400,0.047,2.519,SHALE
620125,7780025,427.5,10,10,5,0.476,0.018,2.551,WASTE
620135,7780025,427.5,10,10,5,0.414,0.031,2.612,WASTE
620145,7780025,427.5,10,10,5,0.254,0.021,2.624,WASTE
